Country,Status,Verified,Date,Center ID,Center,Type,Activity,Org,Capacity (N),Equipment (R.A.G),Staff (N),Doctors,Nurses,Isolation Facility,PPE,Burial Site,Water,Power,Comm.,Date open,Date closed,Region,Adm1 ID,Prefecture,Adm2 ID,Sous Prefecture,Place,Lat,Long,Address,Clinic Website,Location in OSM,Notes,Source of info
Guinea,,,01/01/2002,HM0589,Doubaya,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Kintinian,Doubaya,11.5790997,-9.2470102,,,,,
Guinea,,,01/01/2002,HM0587,Fatoya,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Kintinian,Fatoya,11.5672998,-9.3366098,,,,,
Guinea,,,01/01/2002,HM0586,Kintinian Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Kintinian,Kintinian Centre,11.6008997,-9.3858004,,,,,
Guinea,,,01/01/2002,HM0584,Mankiti,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Kintinian,Mankiti,11.4687004,-9.63239,,,,,
Guinea,,,08/10/2014,HM0899,Kobedara,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Maleah,Kobedara,11.6421003,-9.9421997,,,,,
Guinea,,,01/01/2002,HM0576,Maléah Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Maleah,Maleah,11.7957001,-9.70679,,,,,
Guinea,,,01/01/2002,HM0574,Naboun Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Naboun,Naboun,11.9802999,-9.5206299,,,,,
Guinea,,,01/01/2002,HM0575,Soumbaraya,3,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Naboun,Soumbaraya,12.0625,-9.4570904,,,,,
Guinea,,,01/01/2002,HM0571,Balandougou,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Niagassola,Balandougou,12.2764997,-9.0153799,,,,,
Guinea,,,01/01/2002,HM0705,Guilaotazou,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Niagassola,Bananinkoro,12.3283005,-9.0739698,,,,,
Guinea,,,01/01/2002,HM0573,Fidako,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Niagassola,Fidako Centre,12.1027002,-9.1723003,,,,,
Guinea,,,01/01/2002,HM0950,Tomboni,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Niagassola,Moribaya,11.8094997,-9.2127104,,,,,
Guinea,,,01/01/2002,HM0570,Niagassola Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Niagassola,Niagassola,12.3127003,-9.1221905,,,,,
Guinea,,,01/01/2002,HM0572,Tondo,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Niagassola,Tondo,11.9743004,-9.15973,,,,,
Guinea,,,01/01/2002,HM0569,Niandankoro Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Niandankoro,Niandankoro,11.0783005,-9.25208,,,,,
Guinea,,,01/01/2002,HM0567,Paneau Scolaire Château D'Eau 65,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Norassoba,Bankoroko,10.9528999,-9.4332895,,,,,
Guinea,,,01/01/2002,HM0566,Gbenkorokoro,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Norassoba,Gbenkorokoro,10.9542999,-9.4375,,,,,
Guinea,,,01/01/2002,HM0564,Leleda,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Norassoba,Leledah,11.2051001,-9.7612896,,,,,
Guinea,,,01/01/2002,HM0565,Norassoba Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Norassoba,Norassoba,10.9212999,-9.4874296,,,,,
Guinea,,,01/01/2002,HM0568,Nounkounkan Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Nounkounkan,Nounkounkan,10.9708996,-9.3889198,,,,,
Guinea,,,01/01/2002,HM0563,Saint Alexis,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguiri Centre,Saint Alexis,11.4464998,-9.1575899,,,,,
Guinea,,,01/01/2002,HM0559,Nanamoudoukoro Kalilou Cisse,3,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguiri Centre,Siguiri,11.4103003,-9.1779203,,,,,
Guinea,,Y,01/01/2002,HM0561,Siguirikoro 1(Falaye Traoré) Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguiri Centre,Siguiri Koro,11.4162998,-9.1687002,,,,Geolocated to city level?,"https://www.google.it/maps/dir/Siguiri,+Guinea/%2711.41630,-9.168700%27/@11.4166693,-9.1700197,971m/data=!3m2!1e3!4b1!4m11!4m10!1m5!1m1!1s0xe538835e5b9642f:0x17b6b8af16679c3c!2m2!1d-9.166667!2d11.416667!1m3!2m2!1d-9.1687!2d11.4163?hl=en"
Guinea,,,01/01/2002,HM0560,Siguirikoura 1 Centre de Santé,3 - Health Centre,,GOV,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguiri Centre,Siguiri Koro,11.4168997,-9.1780996,,,,,
Guinea,,,01/01/2002,HM0562,Sougoula,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguiri Centre,Sougoula,11.4098997,-9.03619,,,,,
Guinea,,,01/01/2002,HM1004,Ozaolazou,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguiri-Centre,Falama,11.4377003,-9.0388803,,,,,
Guinea,,,06/10/2014,GN-STF037,Hopital Préfectoral Siguiri,Hospital,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguiri-Centre,Siguiri,11.4189557,-9.1745796,,,,The Lat/Long -approx centre of the town,http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html
Guinea,,,01/01/2002,HM0607,Nètèmafara,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguirini,Netemafara,11.9864998,-10.1587,,,,,
Guinea,,N,01/01/2002,HM0606,Lero,4,,,,,,,,,,,,,,,,Kankan,,Siguiri,,Siguirini,Siguirini Centre,11.7456999,-10.1022997,,,,,
Guinea,,,01/01/2002,HM0579,Dantinia,4,,,,,,,,,,,,,,,,Kankan ,,Siguiri,,Maleah,Dantinia,11.7051001,-9.8830004,,,,,
Guinea,,,01/01/2002,HM0581,Diatéa,4,,,,,,,,,,,,,,,,Kankan ,,Siguiri,,Maleah,Diatéa,11.8837004,-9.7893105,,,,,
Guinea,,,01/01/2002,HM0577,Foulata,4,,,,,,,,,,,,,,,,Kankan ,,Siguiri,,Maleah,Foulata Centre,11.6386995,-9.7067299,,,,,
Guinea,,,01/01/2002,HM0578,Mignada,4,,,,,,,,,,,,,,,,Kankan ,,Siguiri,,Maleah,Mignada,11.6338997,-9.6303101,,,,,
Guinea,,,01/01/2002,HM0580,Santiguia,4,,,,,,,,,,,,,,,,Kankan ,,Siguiri,,Maleah,Santiguiya,11.8191004,-9.7954102,,,,,
Guinea,,,01/01/2002,HM0372,Konkouré Centre,Health Center,,,,,,,,,,,,,,,,Kinda,,Télimélé,,Kollet,Konkoure,10.4484997,-13.0102997,,,,,
Guinea,,,01/01/2002,HM0370,Kaïlondji-Centre,4,,,,,,,,,,,,,,,,Kinda,,Télimélé,,Sinta,Kailongui,10.6212997,-13.1438999,,,,,
Guinea,,,01/01/2002,HM0369,Balandé,Health Center,,,,,,,,,,,,,,,,Kinda,,Télimélé,,Sogolon,Balandé/Balaya,10.5921001,-13.2537003,,,,,
Guinea,,,01/01/2002,HM0371,Mallalcondo,4,,,,,,,,,,,,,,,,Kinda,,Télimélé,,Thionthian,Malakondo,10.7151003,-13.2250996,,,,,
Guinea,,,,GN-STF039,Hopital Préfectoral Dubreka,Hospital,,,,,,,,,,,,,,,,Kindia,,Conarky,,Dinxinn,Conarky,9.535659,-13.683182,,,,,http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html
Guinea,Open,N,04/10/2014,MOH013,Centre de Santé Coyah Centre,Health Clinic,,GOV,,,,,,,,,,,,,,Kindia,,Coyah,,Coyah Centre,Coyah Centre,"9,7090404","-13,388956",Coyah Centre,,,Lat/long at centre of Coyah,MOH
Guinea,Open,,01/01/2002,HM0407,Hopital Préfectoral Coyah,Hospital,,GOV,,,,,,,,,,,,,,Kindia,,Coyah,,Coyah Centre,Coyah Centre,9.7069101,-13.3922005,,,,,http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html
Guinea,Open,,01/01/2002,HM0408,Centre de Santé Doumbouyah,Health Centre,,GOV,,,,,,,,,,,,,,Kindia,,Coyah,,Coyah Centre,Doumbouya,9.6925001,-13.3836002,"Doumbouya, Coyah Centre",,,,
Guinea,,Y,08/06/2014,GN-STF123,Kolia - Poste de Santé,Health Center (Poste de Santé),,Plan Guinée (Plan International),,,,,,,,,,,,,,Kindia,,Coyah,,Coyah Centre,Kolia,12.009009,-12.898491,Kolia (commune urbaine de Coyah),,,Geolocated to village level only; 6 toilets. The building measure 14 x 10 meters. 7 rooms,http://www.agpguinee.com/fichiers/livre.php?pseudo=rub17&langue=fr&code=calb11757&num=777
Guinea,,,01/01/2002,HM0002,Yéniah Centre,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Kakossa,Yeniya,9.4487305,-13.4419003,,,,,
Guinea,Open,,01/01/2002,HM0409,Centre de Santé Kouriah,Health Centre,,GOV,,,,,,,,,,,,,,Kindia,,Coyah,,Kouria,Kouria Centre,9.7783203,-13.3451004,Kouriah,,,,
Guinea,,,01/01/2002,HM0930,Taadi,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Kouriah,Tadi,9.8115196,-13.4048004,,,,,
Guinea,,,01/01/2002,HM0410,Cité,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Manéah,Bentroya,9.71033,-13.4456997,,,,,
Guinea,,,01/01/2002,HM0411,Sanoyah,2,,,,,,,,,,,,,,,,Kindia,,Coyah,,Manéah,Kassaniya,9.7012901,-13.4836998,,,,,
Guinea,,,01/01/2002,HM0412,Sanoyah,3,,,,,,,,,,,,,,,,Kindia,,Coyah,,Manéah,Km 36,9.7039204,-13.4982996,,,,,
Guinea,,,01/01/2002,HM0413,Sanoyah,2,,,,,,,,,,,,,,,,Kindia,,Coyah,,Manéah,Km 36,9.7055101,-13.4998999,,,,,
Guinea,Open,,01/01/2002,HM0414,Centre de Santé Manéah,Health Centre,,GOV,,,,,,,,,,,,,,Kindia,,Coyah,,Manéah,Manéah,9.7194796,-13.4110003,Manéah,,,,
Guinea,,,01/01/2002,HM0415,Kendoumaya,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Bambeya,9.7011099,-13.3344002,,,,,
Guinea,,,01/01/2002,HM0419,Mangata,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Kendoumaya,9.6368999,-13.3268995,,,,,
Guinea,,,01/01/2002,HM0416,Kiriya,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Kiria,9.6204796,-13.2632999,,,,,
Guinea,,,01/01/2002,HM0417,Kounsouta,3,,,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Kounssouta,9.6539297,-13.2902002,,,,,
Guinea,,,01/01/2002,HM0418,Kouyéya,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Kouyeya,9.6735201,-13.4026003,,,,,
Guinea,,,01/01/2002,HM0420,Toguiron,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Lefouredaka,9.6566801,-13.3544998,,,,,
Guinea,,,01/01/2002,HM0543,Petty-Centre,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Wonkifon,9.65588,-13.3809004,,,,,
Guinea,Open,,01/01/2002,HM0421,Centre de Santé Wonkifong,Health Centre,,GOV,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Wonkifong,9.6588697,-13.3817997,Wonkifong,,,,
Guinea,,,01/01/2002,HM0422,Yénguiakhöry,4,,,,,,,,,,,,,,,,Kindia,,Coyah,,Wonkifong,Yanguéakhori,9.62012,-13.1719999,,,,,
Guinea,Open,N,04/10/2014,MOH016,Centre de Santé Alassoya,Health Clinic,,GOV,,,,,,,,,,,,,,Kindia,,Dubréka,,Alassoyah,Alassoya Centre,9.5269001,-13.0870128,Alassoya,,,"Lat/long at center of Alassoya
Alassoya is in Forecariah prefecture
",MOH  http://www.ceniguinee.org/doc/bv_pdf/kindia_forecariah.pdf
Guinea,,,01/01/2002,HM0012,Tonton,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Badi,Kalekhoure,10.2995005,-13.4778004,,,,,
Guinea,Open,,01/01/2002,HM0014,Centre de Santé Bady,3,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Bady,Badi,10.2791004,-13.4188995,,,,,
Guinea,,,01/01/2002,HM0062,Maléah,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Bady,Maleah,10.1581001,-13.0985003,,,,,
Guinea,Open,Y,04/10/2014,MOH014,Centre de Santé Dubréka Cantre,Health Clinic,,GOV,,,,,,,,,,,,20 Sept 2011,,Kindia,,Dubréka,,Dubréka,Dubreka Centre,9.78896,-13.51712,Dubreka Centre,,,Lat/long at centre of Dubreka,http://www.amu.lu/index.php/guinee/48-guinee-projet-de-soutien-au-programme-dream-de-lutte-contre-le-sida-projet-2013-2015/64/64
Guinea,,,01/01/2002,HM0931,Poste Santé Baïlo-Bayah,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Dubréka Centre,Baïlo-Bayah,9.6859102,-13.5221004,,,,,
Guinea,,,01/01/2002,HM0016,Béréiré,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Dubréka Centre,Bereyire,9.8173199,-13.4884005,,,,,
Guinea,Open,,01/01/2002,HM0021,Centre de Santé Dubréka Dogbéré,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Dubréka,,Dubréka Centre,Dogbéré,9.7905302,-13.5258999,Quartier Dogbere,,,,
Guinea,,Y,05/07/2014,GN-STF124,Kènèndé Hôpital,Hospital,"General medicine, Pediatrics, Surgery, Obstetrics and Gynaecology, Cardiology, Neurology",Ngo HAMACI,,,30,,,,,,,Y/Engine Generator (20KVA),,,,Kindia,,Dubréka,,Dubréka Centre,Dubréka,10.01583,-13.678220,"Quartier Kènèndé, Dubréka",,,Opened in July. Geolocated to preecture level only (Debreka),http://www.agpguinee.com/fichiers/livre.php?pseudo=rub17&langue=fr&code=calb12144&num=636
Guinea,,,01/01/2002,HM0018,Töbolon,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Dubréka Centre,Kininde,9.7310801,-13.5247002,"Secteur Tobolon, Quartier Kininde",,,,
Guinea,,,01/01/2002,HM0017,Négueyah,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Dubréka Centre,Négueyah,9.7865,-13.4884005,Quartier Négueyah,,,,
Guinea,,,01/01/2002,HM0019,Madina,3,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Dubréka Centre,Topetin,9.78967,-13.5030003,"Secteur Madina, Quartier Topetin",,,,
Guinea,,,01/01/2002,HM0020,,3,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Dubréka Centre,Topetin,9.7905302,-13.5185003,"Mafoudia Bangoura, Quartier Topetin",,,,
Guinea,,Y,,GN-STF125,Hôpital Préfectoral Dubreka Centre,Hospital,"HIV testing, pediatrics, general medicine, surgery, gynecology, radiology, maternity",,40 beds,,57,,,,,,N,Generator,,,,Kindia,,Dubréka,,Dubréka Centre,,9.784844,-13.515837,,,,Geolocated to prefecture level only (Dubreka),"http://www.agpguinee.com/fichiers/livre.php?pseudo=rub17&langue=fr&code=calb536&num=2309 ,  http://www.sweetfmguinee.net/utiliser-joomla/utiliser-extensions/composants/composant-contenu/liste-categories/651-sante-des-problemes-d-eau-potable-et-de-d-electricite-signales-a-l-hopital-prefectoral-de-dubreka"
Guinea,Open,,01/01/2002,HM0023,Centre de Santé Faléssadé Centre,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Dubréka,,Falessade,Falessade,10.1365004,-13.302,Faléssadé Centre,,,,
Guinea,,,01/01/2002,HM0022,Ninguéty,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Falessade,Ninguety,10.0817003,-13.2159004,Quartier Ninguety,,,,
Guinea,,,01/01/2002,HM0024,Gbantama,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Khorira,Khorira,9.89252,-13.5738001,Quartier Gbantama,,,,
Guinea,Open,,01/01/2002,HM0025,Centre de Santé Khorira,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Dubréka,,Khorira,Khorira Centre,9.8818998,-13.4920998,Khorira Centre,,,,
Guinea,,,01/01/2002,HM0015,Yorokoguéah,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Khorira,Tersey,9.82971,-13.4816999,,,,,
Guinea,,,01/01/2002,HM0030,Khountoun,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Ouassou,Khountoun,10.2222996,-13.4955997,Kountoun,,,,
Guinea,,,01/01/2002,HM0028,Koubia,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Ouassou,Koubia,10.0712996,-13.6364002,Koubia,,,,
Guinea,Open,N,04/10/2014,MOH015,Centre de Santé Wassou (Ouassou),Health Clinic,,GOV,,,,,,,,,,,,,,Kindia,,Dubréka,,Ouassou,Ouassou Centre,10.0456,-13.6285,Ouassou,,,Lat/long at centre of Ouassou,MOH
Guinea,,,01/01/2002,HM0027,Tafory Soso,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Ouassou,Tafory Soso,10.0387001,-13.6371002,Ouassou Centre,,,,
Guinea,,,01/01/2002,HM0029,Yafraya,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Ouassou,Yafraya,10.0851002,-13.6625996,Yafraya,,,,
Guinea,,,01/01/2002,HM0033,Kenendelory,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Tanene,Kenende Lory,10.0129004,-13.6791,,,,,
Guinea,,,01/01/2002,HM0032,Kondéya,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Tanene,Kondéya,9.9885302,-13.7166996,Kondeya (Condeyah),,,,http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html
Guinea,,,01/01/2002,HM0031,Konfonya,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Tanene,Konfonya,10.1091003,-13.8380003,"Konfonya (the Poste de Santé is 20 km from Tanènè, on the National Road (Route nationale) Conakry-Boffa)",,,"The PS is in very poor conditions (roof damaged), and lacks both medicines and medical equipment. Toilets in poor conditions, no waiting room.",http://www.agpguinee.com/fichiers/livre.php?code=calb13381&langue=fr&type=rub17
Guinea,,N,01/01/2002,HM0013,Centre de Santé Samayah,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Dubréka,,Tanene,Samayah,10.2173004,-13.4338999,Samayah,,,,
Guinea,Open,,01/01/2002,HM0034,Centre de Santé Tanènè,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Dubréka,,Tanene,Tanènè Centre,10.0839005,-13.6927004,Tanènè,,,,
Guinea,,,01/01/2002,HM0711,Kahel,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Tondon,Domiyagbe,10.3002996,-13.2623997,,,,,
Guinea,,,01/01/2002,HM0036,Simbarayah,4,,,,,,,,,,,,,,,,Kindia,,Dubréka,,Tondon,Nounkou,10.2087002,-13.1976995,,,,,
Guinea,Open,,01/01/2002,HM0035,Centre de Santé Tondon,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Dubréka,,Tondon,Tondon Centre,10.3711004,-13.3555002,Tondon,,,,
Guinea,Open,,01/01/2002,HM0179,Centre de Santé Benty,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Forecariah,,Benty,Benty Centre,9.1637001,-13.2167997,,,,,
Guinea,,,01/01/2002,HM0178,Dakhagbé,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Benty,Dakagbe,9.0684795,-13.1068001,,,,,
Guinea,,,01/01/2002,HM0929,Kakoutoulaye,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Benty,Kakoutoulaye,9.1815205,-13.2291002,,,,,
Guinea,,,01/01/2002,HM0176,Kigbaly,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Benty,Kaleyire,9.09552,-13.2328997,,,,,
Guinea,,,01/01/2002,HM0177,Morkania,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Benty,Morekaniya,9.0925303,-13.1181002,,,,,
Guinea,Open,,01/01/2002,HM0011,Centre de Santé Farmoréah,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Forecariah,,Farmoriah,Farmoreyah,9.2730703,-13.0288,,,,,
Guinea,,,01/01/2002,HM0010,Moola,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Farmoriah,Mola,9.32129,-12.9125004,,,,,
Guinea,Pending,,17/09/2014,GN-STF067,,,Transit Centre,No Partner Identified,0,,,,,,,,,,,N/A,N/A,Kindia,,Forecariah,,Forecariah Centre,Forecariah,9.4312135,-13.0918656,,,http://www.openstreetmap.org/search?query=9.4312135%09-13.0918656#map=19/9.43121/-13.09187,,WHO Data
Guinea,Open,Y,04/10/2014,MOH017,Centre de Santé Forecariah,Health Clinic,,GOV,,,,,,,,,,,,9th March 2014,,Kindia,,Forecariah,,Forecariah Centre,Forecariah Centre,9.4326255,-13.08791,Forecariah Centre,,,Lat/long at center of Forecariah,http://guineenews.org/forecariah-abe-sylla-et-son-epouse-offrent-un-hopital-moderne-de-pres-de-2-milliards-gnf-a-fanye/
Guinea,,Y,06/10/2014,GN-STF126,Hôpital Préfectoral Forécariah Centre,Hospital,HIV testing,,,,,,,,,,,,,,,Kindia,,Forecariah,,Forécariah Centre,Forecariah,9.42987,-13.08052,,,,Was temporarily deserted (as of 27 Sept) following protests/attacks over Ebola (current status unknown) - geolocated to prefecture level only (Forecariah),http://agpguinee.com/fichiers/livre.php?code=calb13085&langue=fr&type=rub17
Guinea,,,01/01/2002,HM0007,Hôpital Préfectoral,1,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Forecariah-Centre,Forecariah,9.4316998,-13.0900002,,,,,
Guinea,,,,GN-STF041,Hopital Préfectoral Forecariah,Hospital,,,approx location,,,,,,,,,,,,,Kindia,,Forecariah,,Forecariah-Centre,Forecariah,9.4312135,-13.0918656,,,,The Lat/Long -approx centre of the town,http://guinee-hopitaux.blogspot.it/p/annuaire-hospitalier-hp-et-cmc.html
Guinea,,,01/01/2002,HM0008,Tatagui,3,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Forecariah-Centre,Forecariah Urb,9.4321299,-13.0907001,Quartier Tatagui,,,Found loc name on business website,http://companies.globalmarket.com/category/region/guinea/kindia/forecariah
Guinea,Open,N,04/10/2014,MOH018,Centre de Santé Kaback,Health Clinic,,GOV,,,,,,,,,,,,,,Kindia,,Forecariah,,Kaback,Kaback,9.3414187,13.4020597,Kaback,,,"Lat/long at center of Prefecture Kaback
Lat/Long incorrect should be 920000 132400",MOH
Guinea,,,01/01/2002,HM0005,Manké,3,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Kaback,Mangue,9.3312998,-13.4028997,,,,Village name found on UTL map,http://www.lib.utexas.edu/maps/ams/west_africa/txu-oclc-6595921-nc28-12-2nd-ed.jpg
Guinea,,,01/01/2002,HM0004,Matakan,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Kaback,Matakong,9.2761202,-13.4254999,,,,,
Guinea,,,01/01/2002,HM0006,Yétiya,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Kaback,Yatia,9.37292,-13.4094,,,,Village name found on UTL map,http://www.lib.utexas.edu/maps/ams/west_africa/txu-oclc-6595921-nc28-12-2nd-ed.jpg
Guinea,Open,N,04/10/2014,MOH019,Centre de Santé Kakossa,Health Clinic,,GOV,,,,,,,,,,,,,,Kindia,,Forecariah,,Kakossa,Kakossa,9.433288,-13.316667,Kakossa,,,Lat/long at center of prefecture Kakossa,MOH
Guinea,Open,N,01/01/2002,HM0191,Centre de Santé Kaliah Centre (Kalea),Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Forecariah,,Kaliah,Kaliah Centre,9.3986797,-13.066,Kaliah,,,,
Guinea,,,01/01/2002,HM0026,Kondeyiré,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Kaliah,Kondeyiré,9.9818697,-13.3554001,"Kondeyiré, Bokariah",,,,
Guinea,,,01/01/2002,HM0192,Tanah,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Kaliah,Tana Centre,9.3270903,-13.1531,,,,,
Guinea,,,01/01/2002,HM0001,Bérika,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Kallia,Bérika,9.3679199,-13.1729002,,,,,
Guinea,,,01/01/2002,HM0009,Le Proviseur,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Kallia,Forecariah Urb,9.4316998,-13.0747995,Quartier Le Proviseur?,,,,
Guinea,,,01/01/2002,HM0183,Layah,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Layah,Layah,9.4467201,-12.7166996,,,,,
Guinea,,,01/01/2002,HM0189,Béréiré,3,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Maferinyah,Béréiré,9.4713097,-13.2280998,,,,,
Guinea,,,01/01/2002,HM0190,Fandié,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Maferinyah,Fandié,9.5164804,-13.2405005,,,,,
Guinea,,,01/01/2002,HM0185,Fodéya,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Maferinyah,Fodéya,9.4702797,-13.3253002,,,,,
Guinea,Open,N,01/01/2002,HM0188,Centre de Santé Maferinya,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Forecariah,,Maferinyah,Maferinya,9.5474901,-13.2859001,Maferinya,,,,
Guinea,,,01/01/2002,HM0187,Maleah,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Maferinyah,Maleah,9.6129198,-13.3078003,,,,,
Guinea,,,01/01/2002,HM0186,Koket,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Maferinyah,Soke,9.5250902,-13.3500996,,,,,
Guinea,,,01/01/2002,HM0182,Kamalayah,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Moussayah,Kamalayah,9.5029297,-12.9116001,,,,,
Guinea,Open,N,01/01/2002,HM0184,Centre de Santé Moussayah,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Forecariah,,Moussayah,Moussayah,9.4635,-12.8558998,Moussayah,,,,
Guinea,,,01/01/2002,HM0180,Daffira,4,,,,,,,,,,,,,,,,Kindia,,Forecariah,,Sikhourou,Kalentou,9.56989,-12.6843996,,,,,
Guinea,Open,N,01/01/2002,HM0181,Centre de Santé Sikhourou,Health Center,,GOV,,,,,,,,,,,,,,Kindia,,Forecariah,,Sikhourou,Sikhourou,9.6121197,-12.8091002,Sikhourou,,,,
Guinea,Under construction,,01/01/2002,HM0003,Manéah,4,,Childrens dreams for Africa,,,,,,,,,,,,,,Kindia,,Forécariah,,Kakossa,Moroire,9.4528799,-13.4663,,http://www.childrensdreamsforafrica.org/medische-post/,,,
Guinea,,,01/01/2002,HM0364,Koba,Health Center,,,,,,,,,,,,,,,,Kindia,,Forécariah,,Kakossa,Timboima,11.1653004,-13.2919998,,,,,
