"Year","Country.or.territory.of.asylum.or.residence","Country.or.territory.of.origin","Refugees","Refugees.assisted.by.UNHCR","Total.refugees.and.people.in.refugee.like.situations","Total.refugees.and.people.in.refugee.like.situations.assisted.by.UNHCR"
#period_date,#country,#origin,#inneed_num,#reached_num,,
"2012","AFG","IRN",37,37,37,37
"2012","AFG","IRQ",2,2,2,2
"2012","AFG","PAK",35,35,16147,NA
"2012","AFG","SYR",1,1,1,1
"2012","ALB","ALG",1,1,1,1
"2012","ALB","ARE",2,2,2,2
"2012","ALB","CHI",10,10,10,10
"2012","ALB","CZE",0,0,0,0
"2012","ALB","GAZ",4,4,4,4
"2012","ALB","IRQ",5,5,5,5
"2012","ALB","LBR",0,0,0,0
"2012","ALB","MNE",2,2,2,2
"2012","ALB","SRB",54,54,54,54
"2012","ALB","TUN",2,2,2,2
"2012","ALB","TUR",3,3,3,3
"2012","ALB","UZB",3,3,3,3
"2012","ALG","AFG",2,0,2,0
"2012","ALG","ANG",4,0,4,0
"2012","ALG","BDI",1,0,1,0
"2012","ALG","CAR",1,0,1,0
"2012","ALG","CHD",2,0,2,0
"2012","ALG","CMR",6,0,6,0
"2012","ALG","COB",7,0,7,0
"2012","ALG","COD",39,0,39,0
"2012","ALG","GAZ",4020,0,4020,0
"2012","ALG","GUI",4,0,4,0
"2012","ALG","ICO",23,0,23,0
"2012","ALG","IRQ",15,0,15,0
"2012","ALG","LBR",2,0,2,0
"2012","ALG","LBY",0,0,0,0
"2012","ALG","SOM",4,0,4,0
"2012","ALG","TOG",3,0,3,0
"2012","ALG","WSH",90000,90000,90000,NA
"2012","ANG","ALG",1,0,1,0
"2012","ANG","BDI",18,0,18,0
"2012","ANG","CAR",13,13,13,13
"2012","ANG","CHD",191,15,191,15
"2012","ANG","COB",65,0,65,0
"2012","ANG","COD",20740,4500,20740,NA
"2012","ANG","CUB",2,0,2,0
"2012","ANG","ERT",6,0,6,0
"2012","ANG","GNB",5,0,5,0
"2012","ANG","GUI",167,12,167,12
"2012","ANG","HAI",2,1,2,1
"2012","ANG","ICO",407,130,407,130
"2012","ANG","IRQ",2,0,2,0
"2012","ANG","LBR",160,20,160,20
"2012","ANG","MAU",235,55,235,55
"2012","ANG","RSA",2,0,2,0
"2012","ANG","RWA",452,150,452,150
"2012","ANG","SLE",413,65,413,65
"2012","ANG","SOM",215,30,215,30
"2012","ANG","SUD",281,79,281,79
"2012","ANG","TAN",6,0,6,0
"2012","ANG","UGA",2,0,2,0
"2012","ANG","WSH",27,8,27,8
"2012","ANG","ZAM",1,0,1,0
"2012","ARE","AFG",1,1,1,1
"2012","ARE","ALG",4,4,4,4
"2012","ARE","ANG",1,1,1,1
"2012","ARE","BDI",42,42,42,42
"2012","ARE","CAR",2,2,2,2
"2012","ARE","CHD",36,36,36,36
"2012","ARE","CHI",4,4,4,4
"2012","ARE","CMR",1,1,1,1
"2012","ARE","COB",5,5,5,5
"2012","ARE","COD",43,43,43,43
"2012","ARE","DJB",4,4,4,4
"2012","ARE","ERT",1182,1182,1182,NA
"2012","ARE","ETH",863,863,863,863
"2012","ARE","GAZ",70028,28,70028,28
"2012","ARE","GUI",7,7,7,7
"2012","ARE","ICO",305,305,305,305
"2012","ARE","IRN",1,1,1,1
"2012","ARE","IRQ",5703,5703,5703,NA
"2012","ARE","JOR",1,1,1,1
"2012","ARE","KEN",5,5,5,5
"2012","ARE","LBR",5,5,5,5
"2012","ARE","LBY",5,5,5,5
"2012","ARE","LKA",2,2,2,2
"2012","ARE","MLI",6,6,6,6
"2012","ARE","MOR",1,1,1,1
"2012","ARE","MYA",1,1,1,1
"2012","ARE","NIG",1,1,1,1
"2012","ARE","PAK",1,1,1,1
"2012","ARE","RUS",11,11,11,11
"2012","ARE","RWA",15,15,15,15
"2012","ARE","SAU",2,2,2,2
"2012","ARE","SOM",6250,6250,6250,NA
"2012","ARE","SRB",8,8,8,8
"2012","ARE","SSD",178,178,178,178
"2012","ARE","SUD",12124,12124,12124,NA
"2012","ARE","SYR",12836,12836,12836,NA
"2012","ARE","TJK",9,9,9,9
"2012","ARE","TKM",4,4,4,4
"2012","ARE","TUN",1,1,1,1
"2012","ARE","UGA",15,15,15,15
"2012","ARE","UZB",3,3,3,3
"2012","ARE","YEM",207,207,207,207
"2012","ARE","ZIM",10,10,10,10
"2012","ARG","AFG",1,1,1,1
"2012","ARG","ALB",28,0,28,0
"2012","ARG","ALG",45,1,45,1
"2012","ARG","ANG",13,1,13,1
"2012","ARG","ARM",126,2,126,2
"2012","ARG","BDI",5,1,5,1
"2012","ARG","BEN",1,0,1,0
"2012","ARG","BGD",7,0,7,0
"2012","ARG","BLR",1,0,1,0
"2012","ARG","BOL",3,0,3,0
"2012","ARG","BSN",6,1,6,1
"2012","ARG","BUL",2,0,2,0
"2012","ARG","CAR",2,0,2,0
"2012","ARG","CHD",2,0,2,0
"2012","ARG","CHL",336,0,336,0
"2012","ARG","CMR",8,3,8,3
"2012","ARG","COB",9,1,9,1
"2012","ARG","COD",13,1,13,1
"2012","ARG","COL",497,26,497,26
"2012","ARG","COS",6,0,6,0
"2012","ARG","CUB",340,5,340,5
"2012","ARG","DOM",2,0,2,0
"2012","ARG","ECU",15,0,15,0
"2012","ARG","ERT",2,0,2,0
"2012","ARG","ETH",4,0,4,0
"2012","ARG","GAM",2,0,2,0
"2012","ARG","GEO",5,0,5,0
"2012","ARG","GHA",46,17,46,17
"2012","ARG","GNB",19,0,19,0
"2012","ARG","GRE",0,0,0,0
"2012","ARG","GUA",1,0,1,0
"2012","ARG","GUI",9,1,9,1
"2012","ARG","HAI",58,26,58,26
"2012","ARG","HRV",2,0,2,0
"2012","ARG","HUN",0,0,0,0
"2012","ARG","ICO",37,15,37,15
"2012","ARG","IND",33,0,33,0
"2012","ARG","IRN",22,0,22,0
"2012","ARG","IRQ",25,0,25,0
"2012","ARG","ITA",1,0,1,0
"2012","ARG","KAZ",22,0,22,0
"2012","ARG","KEN",1,1,1,1
"2012","ARG","KGZ",3,0,3,0
"2012","ARG","LAO",0,0,0,0
"2012","ARG","LBR",69,10,69,10
"2012","ARG","LKA",34,2,34,2
"2012","ARG","MAU",2,0,2,0
"2012","ARG","MEX",1,0,1,0
"2012","ARG","MLI",16,0,16,0
"2012","ARG","MOR",2,0,2,0
"2012","ARG","NIC",2,0,2,0
"2012","ARG","NIG",52,3,52,3
"2012","ARG","PAK",41,0,41,0
"2012","ARG","PAR",3,0,3,0
"2012","ARG","PER",582,24,582,24
"2012","ARG","ROM",53,0,53,0
"2012","ARG","RSA",3,0,3,0
"2012","ARG","RUS",60,17,60,17
"2012","ARG","RWA",1,0,1,0
"2012","ARG","SAL",10,0,10,0
"2012","ARG","SEN",67,11,67,11
"2012","ARG","SLE",53,7,53,7
"2012","ARG","SOM",5,0,5,0
"2012","ARG","SRB",17,0,17,0
"2012","ARG","SRV",0,0,0,0
"2012","ARG","STA",7,0,7,0
"2012","ARG","SUD",3,0,3,0
"2012","ARG","SYR",40,0,40,0
"2012","ARG","TKM",2,0,2,0
"2012","ARG","TOG",2,1,2,1
"2012","ARG","TUN",2,2,2,2
"2012","ARG","TUR",11,0,11,0
"2012","ARG","UKR",18,0,18,0
"2012","ARG","USA",3,0,3,0
"2012","ARG","VAR",548,0,548,0
"2012","ARG","VEN",1,0,1,0
"2012","ARG","YEM",15,0,15,0
"2012","ARG","ZIM",3,0,3,0
"2012","ARM","AZE",1716,1716,1716,NA
"2012","ARM","CUB",0,0,0,0
"2012","ARM","ETH",1,1,1,1
"2012","ARM","GAZ",5,0,5,0
"2012","ARM","GEO",8,7,8,7
"2012","ARM","ICO",6,6,6,6
"2012","ARM","IRN",21,18,21,18
"2012","ARM","IRQ",943,445,943,445
"2012","ARM","KAZ",1,0,1,0
"2012","ARM","LEB",14,0,14,0
"2012","ARM","RUS",1,1,1,1
"2012","ARM","SYR",136,136,136,136
"2012","ARM","TUR",2,1,2,1
"2012","AUL","AFG",7192,0,7192,0
"2012","AUL","ALB",58,0,58,0
"2012","AUL","ALG",11,0,11,0
"2012","AUL","ANG",2,0,2,0
"2012","AUL","ARE",810,0,810,0
"2012","AUL","ARG",1,0,1,0
"2012","AUL","ARM",4,0,4,0
"2012","AUL","AUL",3,0,3,0
"2012","AUL","AZE",3,0,3,0
"2012","AUL","BAH",74,0,74,0
"2012","AUL","BDI",28,0,28,0
"2012","AUL","BEN",1,0,1,0
"2012","AUL","BGD",334,0,334,0
"2012","AUL","BHU",2,0,2,0
"2012","AUL","BLR",6,0,6,0
"2012","AUL","BRA",6,0,6,0
"2012","AUL","BSN",1,0,1,0
"2012","AUL","BUL",1,0,1,0
"2012","AUL","CAM",23,0,23,0
"2012","AUL","CHD",2,0,2,0
"2012","AUL","CHI",2678,0,2678,0
"2012","AUL","CHL",1,0,1,0
"2012","AUL","CMR",52,0,52,0
"2012","AUL","COB",16,0,16,0
"2012","AUL","COD",30,0,30,0
"2012","AUL","COL",118,0,118,0
"2012","AUL","CUB",4,0,4,0
"2012","AUL","CYP",0,0,0,0
"2012","AUL","CZE",1,0,1,0
"2012","AUL","DEN",2,0,2,0
"2012","AUL","DJB",2,0,2,0
"2012","AUL","ECU",5,0,5,0
"2012","AUL","ERT",96,0,96,0
"2012","AUL","ETH",189,0,189,0
"2012","AUL","FIJ",279,0,279,0
"2012","AUL","FRA",4,0,4,0
"2012","AUL","GAM",3,0,3,0
"2012","AUL","GAZ",179,0,179,0
"2012","AUL","GBR",2,0,2,0
"2012","AUL","GEO",6,0,6,0
"2012","AUL","GFR",2,0,2,0
"2012","AUL","GHA",28,0,28,0
"2012","AUL","GRE",2,0,2,0
"2012","AUL","GUI",8,0,8,0
"2012","AUL","GUY",0,0,0,0
"2012","AUL","HRV",3,0,3,0
"2012","AUL","ICO",6,0,6,0
"2012","AUL","IND",196,0,196,0
"2012","AUL","INS",233,0,233,0
"2012","AUL","IRN",3949,0,3949,0
"2012","AUL","IRQ",2821,0,2821,0
"2012","AUL","ISR",36,0,36,0
"2012","AUL","ITA",2,0,2,0
"2012","AUL","JOR",77,0,77,0
"2012","AUL","JPN",3,0,3,0
"2012","AUL","KAZ",7,0,7,0
"2012","AUL","KEN",55,0,55,0
"2012","AUL","KGZ",11,0,11,0
"2012","AUL","KOR",37,0,37,0
"2012","AUL","KRN",29,0,29,0
"2012","AUL","KUW",39,0,39,0
"2012","AUL","LAO",3,0,3,0
"2012","AUL","LBR",16,0,16,0
"2012","AUL","LBY",127,0,127,0
"2012","AUL","LEB",315,0,315,0
"2012","AUL","LKA",2866,0,2866,0
"2012","AUL","LVA",6,0,6,0
"2012","AUL","MAU",1,0,1,0
"2012","AUL","MDV",4,0,4,0
"2012","AUL","MEX",2,0,2,0
"2012","AUL","MLI",2,0,2,0
"2012","AUL","MLS",69,0,69,0
"2012","AUL","MLW",0,0,0,0
"2012","AUL","MNG",49,0,49,0
"2012","AUL","MOR",18,0,18,0
"2012","AUL","MOZ",5,0,5,0
"2012","AUL","MTA",1,0,1,0
"2012","AUL","MTS",1,0,1,0
"2012","AUL","MYA",534,0,534,0
"2012","AUL","NEP",196,0,196,0
"2012","AUL","NET",1,0,1,0
"2012","AUL","NGR",1,0,1,0
"2012","AUL","NIG",116,0,116,0
"2012","AUL","NZL",3,0,3,0
"2012","AUL","PAK",1957,0,1957,0
"2012","AUL","PER",2,0,2,0
"2012","AUL","PHI",29,0,29,0
"2012","AUL","PNG",172,0,172,0
"2012","AUL","POL",1,0,1,0
"2012","AUL","ROM",14,0,14,0
"2012","AUL","RSA",32,0,32,0
"2012","AUL","RUS",83,0,83,0
"2012","AUL","RWA",27,0,27,0
"2012","AUL","SAL",5,0,5,0
"2012","AUL","SAU",37,0,37,0
"2012","AUL","SEN",5,0,5,0
"2012","AUL","SLE",33,0,33,0
"2012","AUL","SOL",16,0,16,0
"2012","AUL","SOM",66,0,66,0
"2012","AUL","SRB",80,0,80,0
"2012","AUL","SRV",88,0,88,0
"2012","AUL","STA",1433,0,1433,0
"2012","AUL","SUD",49,0,49,0
"2012","AUL","swe",1,0,1,0
"2012","AUL","SYR",204,0,204,0
"2012","AUL","TAN",9,0,9,0
"2012","AUL","THA",17,0,17,0
"2012","AUL","TJK",2,0,2,0
"2012","AUL","TKM",2,0,2,0
"2012","AUL","TMP",8,0,8,0
"2012","AUL","TOG",3,0,3,0
"2012","AUL","TON",11,0,11,0
"2012","AUL","TUN",10,0,10,0
"2012","AUL","TUR",311,0,311,0
"2012","AUL","UAE",4,0,4,0
"2012","AUL","UGA",43,0,43,0
"2012","AUL","UKR",26,0,26,0
"2012","AUL","USA",9,0,9,0
"2012","AUL","UZB",30,0,30,0
"2012","AUL","VAN",1,0,1,0
"2012","AUL","VAR",178,0,178,0
"2012","AUL","VEN",9,0,9,0
"2012","AUL","WES",1,0,1,0
"2012","AUL","YEM",7,0,7,0
"2012","AUL","ZAM",6,0,6,0
"2012","AUL","ZIM",953,0,953,0
"2012","AUS","AFG",10158,0,10158,0
"2012","AUS","ALB",150,0,150,0
"2012","AUS","ALG",50,0,50,0
"2012","AUS","ANG",173,0,173,0
"2012","AUS","ARE",82,0,82,0
"2012","AUS","ARM",974,0,974,0
"2012","AUS","AZE",418,0,418,0
"2012","AUS","BDI",21,0,21,0
"2012","AUS","BEN",5,0,5,0
"2012","AUS","BGD",93,0,93,0
"2012","AUS","BHU",1,0,1,0
"2012","AUS","BKF",10,0,10,0
"2012","AUS","BLR",106,0,106,0
"2012","AUS","BOL",13,0,13,0
"2012","AUS","BRA",1,0,1,0
"2012","AUS","BSN",219,0,219,0
"2012","AUS","BUL",6,0,6,0
"2012","AUS","CAM",1,0,1,0
"2012","AUS","can",1,0,1,0
"2012","AUS","CHD",1,0,1,0
"2012","AUS","CHI",328,0,328,0
"2012","AUS","CMR",221,0,221,0
"2012","AUS","COB",122,0,122,0
"2012","AUS","COD",449,0,449,0
"2012","AUS","COL",19,0,19,0
"2012","AUS","CUB",25,0,25,0
"2012","AUS","CZE",1,0,1,0
"2012","AUS","EGU",1,0,1,0
"2012","AUS","ERT",88,0,88,0
"2012","AUS","EST",3,0,3,0
"2012","AUS","ETH",143,0,143,0
"2012","AUS","FRA",1,0,1,0
"2012","AUS","GAM",90,0,90,0
"2012","AUS","GEO",819,0,819,0
"2012","AUS","GHA",37,0,37,0
"2012","AUS","GNB",4,0,4,0
"2012","AUS","GUA",5,0,5,0
"2012","AUS","GUI",74,0,74,0
"2012","AUS","HRV",9,0,9,0
"2012","AUS","ICO",60,0,60,0
"2012","AUS","IND",50,0,50,0
"2012","AUS","INS",0,0,0,0
"2012","AUS","IRN",2816,0,2816,0
"2012","AUS","IRQ",2863,0,2863,0
"2012","AUS","ISR",2,0,2,0
"2012","AUS","JOR",10,0,10,0
"2012","AUS","KAZ",50,0,50,0
"2012","AUS","KEN",24,0,24,0
"2012","AUS","KGZ",258,0,258,0
"2012","AUS","KOR",2,0,2,0
"2012","AUS","KUW",2,0,2,0
"2012","AUS","LAO",1,0,1,0
"2012","AUS","LBR",27,0,27,0
"2012","AUS","LBY",6,0,6,0
"2012","AUS","LEB",46,0,46,0
"2012","AUS","LKA",30,0,30,0
"2012","AUS","LVA",2,0,2,0
"2012","AUS","mad",5,0,5,0
"2012","AUS","MAU",7,0,7,0
"2012","AUS","MCD",168,0,168,0
"2012","AUS","MDA",145,0,145,0
"2012","AUS","MEX",1,0,1,0
"2012","AUS","MLI",5,0,5,0
"2012","AUS","MNE",13,0,13,0
"2012","AUS","MNG",176,0,176,0
"2012","AUS","MOR",14,0,14,0
"2012","AUS","MYA",16,0,16,0
"2012","AUS","NEP",40,0,40,0
"2012","AUS","NGR",1,0,1,0
"2012","AUS","NIG",315,0,315,0
"2012","AUS","PAK",94,0,94,0
"2012","AUS","PER",2,0,2,0
"2012","AUS","PHI",9,0,9,0
"2012","AUS","POL",0,0,0,0
"2012","AUS","ROM",37,0,37,0
"2012","AUS","RSA",5,0,5,0
"2012","AUS","RUS",19517,0,19517,0
"2012","AUS","RWA",40,0,40,0
"2012","AUS","SEN",7,0,7,0
"2012","AUS","SLE",36,0,36,0
"2012","AUS","SOM",1915,0,1915,0
"2012","AUS","SRB",3165,0,3165,0
"2012","AUS","SRV",37,0,37,0
"2012","AUS","STA",625,0,625,0
"2012","AUS","SUD",250,0,250,0
"2012","AUS","SVK",2,0,2,0
"2012","AUS","SYR",1675,0,1675,0
"2012","AUS","TAN",2,0,2,0
"2012","AUS","TJK",59,0,59,0
"2012","AUS","TKM",14,0,14,0
"2012","AUS","TOG",27,0,27,0
"2012","AUS","TUN",9,0,9,0
"2012","AUS","TUR",1309,0,1309,0
"2012","AUS","UGA",17,0,17,0
"2012","AUS","UKR",309,0,309,0
"2012","AUS","USA",1,0,1,0
"2012","AUS","UZB",134,0,134,0
"2012","AUS","VAR",322,0,322,0
"2012","AUS","YEM",12,0,12,0
"2012","AUS","ZIM",22,0,22,0
"2012","AZE","AFG",576,576,576,576
"2012","AZE","ARM",5,5,5,5
"2012","AZE","CAM",1,1,1,1
"2012","AZE","COD",1,1,1,1
"2012","AZE","GAZ",5,5,5,5
"2012","AZE","IRN",78,78,78,78
"2012","AZE","IRQ",12,12,12,12
"2012","AZE","KAZ",1,1,1,1
"2012","AZE","PAK",5,5,5,5
"2012","AZE","RUS",781,781,781,781
"2012","AZE","SYR",3,3,3,3
"2012","BAH","IRQ",289,289,289,289
"2012","BDI","BEN",6,6,6,6
"2012","BDI","COD",41349,41349,41349,NA
"2012","BDI","MAU",8,8,8,8
"2012","BDI","RWA",428,428,428,428
"2012","BDI","SOM",20,20,20,20
"2012","BDI","SUD",1,1,1,1
"2012","BDI","UGA",0,0,0,0
"2012","BDI","ZAM",1,1,1,1
"2012","BEL","AFG",1267,0,1267,0
"2012","BEL","ALB",318,0,318,0
"2012","BEL","ALG",33,0,33,0
"2012","BEL","ANG",101,0,101,0
"2012","BEL","ARE",18,0,18,0
"2012","BEL","ARG",0,0,0,0
"2012","BEL","ARM",99,0,99,0
"2012","BEL","AZE",20,0,20,0
"2012","BEL","BDI",290,0,290,0
"2012","BEL","BEN",9,0,9,0
"2012","BEL","BGD",9,0,9,0
"2012","BEL","BHU",2,0,2,0
"2012","BEL","BKF",48,0,48,0
"2012","BEL","BLR",45,0,45,0
"2012","BEL","BOL",4,0,4,0
"2012","BEL","BSN",46,0,46,0
"2012","BEL","BUL",19,0,19,0
"2012","BEL","CAM",13,0,13,0
"2012","BEL","CAR",15,0,15,0
"2012","BEL","CHD",48,0,48,0
"2012","BEL","CHI",866,0,866,0
"2012","BEL","CHL",56,0,56,0
"2012","BEL","CMR",345,0,345,0
"2012","BEL","COB",31,0,31,0
"2012","BEL","COD",677,0,677,0
"2012","BEL","COL",39,0,39,0
"2012","BEL","CUB",1,0,1,0
"2012","BEL","CZE",9,0,9,0
"2012","BEL","DJB",94,0,94,0
"2012","BEL","DOM",1,0,1,0
"2012","BEL","EGU",0,0,0,0
"2012","BEL","ERT",62,0,62,0
"2012","BEL","EST",3,0,3,0
"2012","BEL","ETH",85,0,85,0
"2012","BEL","FRA",2,0,2,0
"2012","BEL","GAB",10,0,10,0
"2012","BEL","GAM",0,0,0,0
"2012","BEL","GAZ",130,0,130,0
"2012","BEL","GBR",0,0,0,0
"2012","BEL","GEO",26,0,26,0
"2012","BEL","GFR",3,0,3,0
"2012","BEL","GHA",15,0,15,0
"2012","BEL","GNB",9,0,9,0
"2012","BEL","GUA",5,0,5,0
"2012","BEL","GUI",1938,0,1938,0
"2012","BEL","HAI",4,0,4,0
"2012","BEL","HRV",7,0,7,0
"2012","BEL","HUN",75,0,75,0
"2012","BEL","ICO",155,0,155,0
"2012","BEL","IND",10,0,10,0
"2012","BEL","IRN",411,0,411,0
"2012","BEL","IRQ",1541,0,1541,0
"2012","BEL","ISR",5,0,5,0
"2012","BEL","JOR",21,0,21,0
"2012","BEL","KAZ",17,0,17,0
"2012","BEL","KEN",28,0,28,0
"2012","BEL","KGZ",33,0,33,0
"2012","BEL","KOR",0,0,0,0
"2012","BEL","KRN",61,0,61,0
"2012","BEL","KUW",4,0,4,0
"2012","BEL","LAO",16,0,16,0
"2012","BEL","LBR",22,0,22,0
"2012","BEL","LBY",9,0,9,0
"2012","BEL","LEB",87,0,87,0
"2012","BEL","LKA",302,0,302,0
"2012","BEL","LTU",13,0,13,0
"2012","BEL","LVA",4,0,4,0
"2012","BEL","mad",1,0,1,0
"2012","BEL","MAU",156,0,156,0
"2012","BEL","MCD",45,0,45,0
"2012","BEL","MDA",3,0,3,0
"2012","BEL","MEX",0,0,0,0
"2012","BEL","MLI",11,0,11,0
"2012","BEL","MLS",1,0,1,0
"2012","BEL","MOR",18,0,18,0
"2012","BEL","MYA",17,0,17,0
"2012","BEL","NEP",13,0,13,0
"2012","BEL","NGR",50,0,50,0
"2012","BEL","NIG",19,0,19,0
"2012","BEL","PAK",39,0,39,0
"2012","BEL","PER",4,0,4,0
"2012","BEL","POL",220,0,220,0
"2012","BEL","ROM",38,0,38,0
"2012","BEL","RSA",2,0,2,0
"2012","BEL","RUS",2661,0,2661,0
"2012","BEL","RWA",966,0,966,0
"2012","BEL","SEN",209,0,209,0
"2012","BEL","SLE",34,0,34,0
"2012","BEL","SOM",288,0,288,0
"2012","BEL","SPA",3,0,3,0
"2012","BEL","SRB",983,0,983,0
"2012","BEL","SRV",48,0,48,0
"2012","BEL","SUD",64,0,64,0
"2012","BEL","SYR",355,0,355,0
"2012","BEL","TAN",43,0,43,0
"2012","BEL","THA",1,0,1,0
"2012","BEL","TOG",115,0,115,0
"2012","BEL","TUN",11,0,11,0
"2012","BEL","TUR",514,0,514,0
"2012","BEL","UAE",2,0,2,0
"2012","BEL","UGA",19,0,19,0
"2012","BEL","UKR",85,0,85,0
"2012","BEL","URU",2,0,2,0
"2012","BEL","UZB",18,0,18,0
"2012","BEL","VAR",5326,0,5326,0
"2012","BEL","YEM",4,0,4,0
"2012","BEN","ALG",0,0,0,0
"2012","BEN","ANG",1,1,1,1
"2012","BEN","BDI",14,14,14,14
"2012","BEN","BKF",1,1,1,1
"2012","BEN","BSN",0,0,0,0
"2012","BEN","CAR",3,3,3,3
"2012","BEN","CHD",80,80,80,80
"2012","BEN","CMR",2,2,2,2
"2012","BEN","COB",140,140,140,140
"2012","BEN","COD",190,190,190,190
"2012","BEN","EGU",4,4,4,4
"2012","BEN","ERT",7,7,7,7
"2012","BEN","GHA",1,1,1,1
"2012","BEN","GUI",0,0,0,0
"2012","BEN","ICO",201,201,201,201
"2012","BEN","IRN",0,0,0,0
"2012","BEN","IRQ",0,0,0,0
"2012","BEN","LBR",0,0,0,0
"2012","BEN","LKA",0,0,0,0
"2012","BEN","MLI",0,0,0,0
"2012","BEN","NGR",0,0,0,0
"2012","BEN","NIG",43,43,43,43
"2012","BEN","RWA",87,87,87,87
"2012","BEN","SLE",1,1,1,1
"2012","BEN","SOM",0,0,0,0
"2012","BEN","SRV",0,0,0,0
"2012","BEN","SUD",2,2,2,2
"2012","BEN","SYR",1,1,1,1
"2012","BEN","TOG",4188,4188,4188,NA
"2012","BGD","GAZ",2,2,2,2
"2012","BGD","ICO",1,1,1,1
"2012","BGD","IRN",4,4,4,4
"2012","BGD","IRQ",3,3,3,3
"2012","BGD","LKA",1,1,1,1
"2012","BGD","MYA",30674,30674,230674,NA
"2012","BGD","SOM",12,12,12,12
"2012","BHS","CUB",29,29,36,36
"2012","BHS","NIG",1,1,1,1
"2012","BKF","BDI",61,21,61,21
"2012","BKF","CAR",2,2,2,2
"2012","BKF","CHD",182,98,182,98
"2012","BKF","CMR",9,5,9,5
"2012","BKF","COB",94,37,94,37
"2012","BKF","COD",46,23,46,23
"2012","BKF","GHA",1,0,1,0
"2012","BKF","GUI",3,0,3,0
"2012","BKF","ICO",12,5,12,5
"2012","BKF","MAU",1,0,1,0
"2012","BKF","MLI",38776,38776,38776,NA
"2012","BKF","RWA",78,38,78,38
"2012","BKF","SRV",5,0,5,0
"2012","BKF","SUD",7,8,7,8
"2012","BKF","TOG",29,15,29,15
"2012","BLR","AFG",409,162,409,162
"2012","BLR","ARE",1,1,1,1
"2012","BLR","ARM",3,2,3,2
"2012","BLR","AZE",18,3,18,3
"2012","BLR","ETH",10,5,10,5
"2012","BLR","GAZ",5,1,5,1
"2012","BLR","GEO",92,37,92,37
"2012","BLR","IRN",16,14,16,14
"2012","BLR","IRQ",2,1,2,1
"2012","BLR","LBR",1,0,1,0
"2012","BLR","LBY",1,1,1,1
"2012","BLR","PAK",5,5,5,5
"2012","BLR","RWA",1,0,1,0
"2012","BLR","TJK",12,8,12,8
"2012","BOL","ANG",1,0,1,0
"2012","BOL","CHL",8,1,8,1
"2012","BOL","CMR",1,0,1,0
"2012","BOL","COB",1,0,1,0
"2012","BOL","COL",168,98,168,98
"2012","BOL","CUB",9,2,9,2
"2012","BOL","ECU",2,2,2,2
"2012","BOL","ETH",2,0,2,0
"2012","BOL","GHA",1,1,1,1
"2012","BOL","HON",1,0,1,0
"2012","BOL","ICO",1,1,1,1
"2012","BOL","IRQ",16,1,16,1
"2012","BOL","ISR",1,0,1,0
"2012","BOL","PER",511,56,511,56
"2012","BOL","POR",1,0,1,0
"2012","BOL","RUS",5,0,5,0
"2012","BOL","SRB",1,0,1,0
"2012","BOL","SVK",1,0,1,0
"2012","BOL","UKR",1,0,1,0
"2012","BOL","VEN",1,0,1,0
"2012","BOT","ALG",1,1,1,1
"2012","BOT","ANG",0,0,0,0
"2012","BOT","BDI",67,67,67,67
"2012","BOT","CAM",1,1,1,1
"2012","BOT","COD",194,194,194,194
"2012","BOT","ERT",0,0,0,0
"2012","BOT","ETH",12,12,12,12
"2012","BOT","KEN",4,4,4,4
"2012","BOT","NAM",998,998,998,998
"2012","BOT","RSA",0,0,0,0
"2012","BOT","RWA",67,67,67,67
"2012","BOT","SOM",445,445,445,445
"2012","BOT","SUD",8,8,8,8
"2012","BOT","UGA",27,27,27,27
"2012","BOT","ZIM",961,961,961,961
"2012","BRA","AFG",28,19,28,19
"2012","BRA","ALG",7,1,7,1
"2012","BRA","ANG",1684,360,1684,360
"2012","BRA","ARE",4,2,4,2
"2012","BRA","ARG",11,7,11,7
"2012","BRA","ARM",3,3,3,3
"2012","BRA","BDI",33,32,33,32
"2012","BRA","BGD",3,3,3,3
"2012","BRA","BHU",20,15,20,15
"2012","BRA","BKF",1,0,1,0
"2012","BRA","BOL",127,10,127,10
"2012","BRA","BSN",4,0,4,0
"2012","BRA","CAR",3,2,3,2
"2012","BRA","CHD",2,1,2,1
"2012","BRA","CHL",21,0,21,0
"2012","BRA","CMR",6,1,6,1
"2012","BRA","COB",8,3,8,3
"2012","BRA","COD",510,439,510,439
"2012","BRA","COL",742,345,742,345
"2012","BRA","COS",1,0,1,0
"2012","BRA","CUB",134,97,134,97
"2012","BRA","CVI",1,0,1,0
"2012","BRA","DOM",2,0,2,0
"2012","BRA","ECU",27,0,27,0
"2012","BRA","ERT",21,21,21,21
"2012","BRA","ETH",20,15,20,15
"2012","BRA","GAM",2,2,2,2
"2012","BRA","GAZ",117,33,117,33
"2012","BRA","GEO",10,4,10,4
"2012","BRA","GHA",9,2,9,2
"2012","BRA","GNB",10,3,10,3
"2012","BRA","GUI",6,6,6,6
"2012","BRA","HAI",3,2,3,2
"2012","BRA","HRV",5,0,5,0
"2012","BRA","HUN",1,0,1,0
"2012","BRA","ICO",25,20,25,20
"2012","BRA","IRN",35,9,35,9
"2012","BRA","IRQ",214,186,214,186
"2012","BRA","JOR",1,1,1,1
"2012","BRA","KUW",1,0,1,0
"2012","BRA","LBR",247,80,247,80
"2012","BRA","LBY",2,0,2,0
"2012","BRA","LEB",29,0,29,0
"2012","BRA","LKA",5,2,5,2
