"Country name","Admin level 1",Latitude,Longitude,"Sector (English)","Sector (Arabic)","Organisation URL","Organisation name"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.croixrougebk.org,CR-BKF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.croix-rouge.fr/,CR-Fr
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,,CREDO
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.unhcr.org/48fdebb716.html,CSSI
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,,"GoBKF/Ministere de la Sante"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.iedarelief.org,IEDA-Relief
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.medicosdelmundo.org,MDM-E
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,,MDM-F
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,,MSF-F
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.nrc.no/?did=9654105,NRC
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.who.int/en/,OMS
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,,"Ordre de Malte"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,,TDH
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://niger.unfpa.org/,UNFPA
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Health,,http://www.unicef.org/,UNICEF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Livelihood,,,CREDO
"Mali Situation","Burkina Faso",13.1971,-2.74658,Livelihood,,,TDH
"Mali Situation","Burkina Faso",13.1971,-2.74658,Livelihood,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Logistics,,airdinternational.org,AIRD
"Mali Situation","Burkina Faso",13.1971,-2.74658,Logistics,,,CONAREF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Logistics,,http://www.iedarelief.org,IEDA-Relief
"Mali Situation","Burkina Faso",13.1971,-2.74658,Logistics,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Nutrition,,,"GoBKF/Ministere de la Sante"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Nutrition,,,MDM-F
"Mali Situation","Burkina Faso",13.1971,-2.74658,Nutrition,,,MSF-F
"Mali Situation","Burkina Faso",13.1971,-2.74658,Nutrition,,http://www.savethechildren.ca,"Save The Children"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Nutrition,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Nutrition,,http://www.unicef.org/,UNICEF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Nutrition,,http://www.wfp.org/,WFP
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,,CREDO
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,http://www.drc.dk/home/,DRC
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,,CONAREF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,,"GoBKF/Ministere de la Sante"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,,"OCADES CARITAS"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,,"Plan Burkina"
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,,TDH
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,http://niger.unfpa.org/,UNFPA
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Protection,,http://www.unicef.org/,UNICEF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Registration,,,CONAREF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Registration,,http://www.iedarelief.org,IEDA-Relief
"Mali Situation","Burkina Faso",13.1971,-2.74658,Registration,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Shelter,,http://www.cicr.org/fre,CICR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Shelter,,http://www.croixrougebk.org,CR-BKF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Shelter,,,CONAREF
"Mali Situation","Burkina Faso",13.1971,-2.74658,Shelter,,,GoBKF/CONASUR
"Mali Situation","Burkina Faso",13.1971,-2.74658,Shelter,,http://www.nrc.no/?did=9654105,NRC
"Mali Situation","Burkina Faso",13.1971,-2.74658,Shelter,,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,http://www.croixrougebk.org,CR-BKF
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,http://www.croix-rouge.mc,CR-Monegasque
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,,CREDO
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,,CRS
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,http://www.help-ev.de/en/projects/burkinafaso/,HELP-Germany
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,http://www.nrc.no/?did=9654105,NRC
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,http://www.oxfam.org,Oxfam
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,,"Plan Burkina"
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,http://www.unhcr.org,UNHCR
"Mali Situation","Burkina Faso",13.1971,-2.74658,"Water & Sanitation",,http://www.unicef.org/,UNICEF
"South Sudan",Unity,9.002,30.99,Agriculture,,http://www.acted.org,ACTED
"South Sudan",Unity,9.002,30.99,"Camp Management",,http://www.intersos.org/en,INTERSOS
"South Sudan",Unity,9.002,30.99,"Camp Management",,http://www.unhcr.org,UNHCR
"South Sudan",Unity,9.002,30.99,"Child Protection",,http://www.intersos.org/en,INTERSOS
"South Sudan",Unity,9.002,30.99,"Child Protection",,http://www.nonviolentpeaceforce.org/,NP
"South Sudan",Unity,9.002,30.99,"Child Protection",,http://www.unhcr.org,UNHCR
"South Sudan",Unity,9.002,30.99,"Child Protection",,http://www.unicef.org,UNICEF
"South Sudan",Unity,9.002,30.99,"Core Relief Items (CRIs)",,http://www.intersos.org/en,INTERSOS
"South Sudan",Unity,9.002,30.99,"Core Relief Items (CRIs)",,http://www.samaritanspurse.org/,SP
"South Sudan",Unity,9.002,30.99,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"South Sudan",Unity,9.002,30.99,Education,,http://www.ibis.dk/eng/index.php,IBIS
"South Sudan",Unity,9.002,30.99,Education,,http://www.intersos.org/en,INTERSOS
"South Sudan",Unity,9.002,30.99,Education,,http://www.savethechildren.net,"Save the Children"
"South Sudan",Unity,9.002,30.99,Food,,http://www.samaritanspurse.org/,SP
"South Sudan",Unity,9.002,30.99,Food,,,WFP
"South Sudan",Unity,9.002,30.99,Food,,http://www.wvi.org,"World Vision"
"South Sudan",Unity,9.002,30.99,"Gender-Based Violence",,,IRC
"South Sudan",Unity,9.002,30.99,Health,,http://www.care.org,CARE
"South Sudan",Unity,9.002,30.99,Health,,,IRC
"South Sudan",Unity,9.002,30.99,Health,,http://www.who.int/countries/ssd/en/,Seo
"South Sudan",Unity,9.002,30.99,Livelihood,,http://www.acted.org,ACTED
"South Sudan",Unity,9.002,30.99,Nutrition,,http://www.samaritanspurse.org/,SP
"South Sudan",Unity,9.002,30.99,Protection,,,ICRC
"South Sudan",Unity,9.002,30.99,Protection,,http://www.intersos.org/en,INTERSOS
"South Sudan",Unity,9.002,30.99,Protection,,,IRC
"South Sudan",Unity,9.002,30.99,Protection,,http://www.nonviolentpeaceforce.org/,NP
"South Sudan",Unity,9.002,30.99,Protection,,http://www.unhcr.org,UNHCR
"South Sudan",Unity,9.002,30.99,Registration,,http://www.unhcr.org,UNHCR
"South Sudan",Unity,9.002,30.99,Shelter,,http://www.intersos.org/en,INTERSOS
"South Sudan",Unity,9.002,30.99,"Water & Sanitation",,,"African Water"
"South Sudan",Unity,9.002,30.99,"Water & Sanitation",,http://www.intersos.org/en,INTERSOS
"South Sudan",Unity,9.002,30.99,"Water & Sanitation",,http://www.solidarites.org/defaulteng.shtml,Solidarités
"South Sudan",Unity,9.002,30.99,"Water & Sanitation",,http://www.samaritanspurse.org/,SP
"South Sudan","Upper Nile",10.301,33.533,Agriculture,,http://www.cafod.org.uk/,CAFOD
"South Sudan","Upper Nile",10.301,33.533,"Camp Management",,http://www.acted.org,ACTED
"South Sudan","Upper Nile",10.301,33.533,"Camp Management",,http://www.drc.dk/,DRC
"South Sudan","Upper Nile",10.301,33.533,"Camp Management",,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,"Child Protection",,http://www.intersos.org/en,INTERSOS
"South Sudan","Upper Nile",10.301,33.533,"Child Protection",,http://www.lutheranworld.org/lwf/index.php/themes/dws-country-programs/dws-south-sudan,LWF
"South Sudan","Upper Nile",10.301,33.533,"Child Protection",,http://www.savethechildren.net,"Save the Children"
"South Sudan","Upper Nile",10.301,33.533,"Child Protection",,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,"Child Protection",,http://www.unicef.org,UNICEF
"South Sudan","Upper Nile",10.301,33.533,"Community Services",,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,"Core Relief Items (CRIs)",,http://www.acted.org,ACTED
"South Sudan","Upper Nile",10.301,33.533,"Core Relief Items (CRIs)",,http://www.drc.dk/,DRC
"South Sudan","Upper Nile",10.301,33.533,"Core Relief Items (CRIs)",,http://www.iom.int,IOM
"South Sudan","Upper Nile",10.301,33.533,"Core Relief Items (CRIs)",,http://www.oxfam.org.uk/,OGB
"South Sudan","Upper Nile",10.301,33.533,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,Education,,http://www.intersos.org/en,INTERSOS
"South Sudan","Upper Nile",10.301,33.533,Education,,http://www.lutheranworld.org/lwf/index.php/themes/dws-country-programs/dws-south-sudan,LWF
"South Sudan","Upper Nile",10.301,33.533,Education,,,MoE
"South Sudan","Upper Nile",10.301,33.533,Education,,http://www.savethechildren.net,"Save the Children"
"South Sudan","Upper Nile",10.301,33.533,Education,,http://www.unicef.org,UNICEF
"South Sudan","Upper Nile",10.301,33.533,Education,,http://www.windle.org.uk/,"Windle Trust"
"South Sudan","Upper Nile",10.301,33.533,Environment,,http://www.acted.org,ACTED
"South Sudan","Upper Nile",10.301,33.533,Environment,,http://www.drc.dk/,DRC
"South Sudan","Upper Nile",10.301,33.533,Food,,http://www.acted.org,ACTED
"South Sudan","Upper Nile",10.301,33.533,Food,,http://www.samaritanspurse.org/,SP
"South Sudan","Upper Nile",10.301,33.533,Food,,,WFP
"South Sudan","Upper Nile",10.301,33.533,"Gender-Based Violence",,http://www.arcrelief.org,ARC
"South Sudan","Upper Nile",10.301,33.533,"Gender-Based Violence",,http://www.drc.dk/,DRC
"South Sudan","Upper Nile",10.301,33.533,"Gender-Based Violence",,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,Health,,http://internationalmedicalcorps.org/,IMC
"South Sudan","Upper Nile",10.301,33.533,Health,,http://relief.medair.org,MEDAIR
"South Sudan","Upper Nile",10.301,33.533,Health,,,MENTOR
"South Sudan","Upper Nile",10.301,33.533,Health,,http://www.mohgoss.com/,MoH
"South Sudan","Upper Nile",10.301,33.533,Health,,http://www.sim.org,SIM
"South Sudan","Upper Nile",10.301,33.533,Health,,http://www.who.int/countries/ssd/en/,Seo
"South Sudan","Upper Nile",10.301,33.533,HIV/AIDS,,http://www.mohgoss.com/,MoH
"South Sudan","Upper Nile",10.301,33.533,Livelihood,,http://www.ri.org/,RI
"South Sudan","Upper Nile",10.301,33.533,Livelihood,,,VSF
"South Sudan","Upper Nile",10.301,33.533,Logistics,,,UNHAS
"South Sudan","Upper Nile",10.301,33.533,Logistics,,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,Nutrition,,http://internationalmedicalcorps.org/,IMC
"South Sudan","Upper Nile",10.301,33.533,Nutrition,,http://www.samaritanspurse.org/,SP
"South Sudan","Upper Nile",10.301,33.533,Protection,,http://www.drc.dk/,DRC
"South Sudan","Upper Nile",10.301,33.533,Protection,,,ICRC
"South Sudan","Upper Nile",10.301,33.533,Protection,,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,Registration,,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,Shelter,,http://www.acted.org,ACTED
"South Sudan","Upper Nile",10.301,33.533,Shelter,,http://www.drc.dk/,DRC
"South Sudan","Upper Nile",10.301,33.533,Shelter,,http://www.unhcr.org,UNHCR
"South Sudan","Upper Nile",10.301,33.533,"Water & Sanitation",,http://www.iom.int,IOM
"South Sudan","Upper Nile",10.301,33.533,"Water & Sanitation",,http://relief.medair.org,MEDAIR
"South Sudan","Upper Nile",10.301,33.533,"Water & Sanitation",,http://www.oxfam.org.uk/,OGB
"South Sudan","Upper Nile",10.301,33.533,"Water & Sanitation",,https://www.pae.com/,PAE
"South Sudan","Upper Nile",10.301,33.533,"Water & Sanitation",,http://www.solidarites.org/defaulteng.shtml,Solidarités
"South Sudan","Upper Nile",10.301,33.533,"Water & Sanitation",,http://www.unhcr.org,UNHCR
Ethiopia,Gambella,7.83333,34.5,"Camp Management",,,ARRA
Ethiopia,Gambella,7.83333,34.5,"Child Protection",,,ARRA
Ethiopia,Gambella,7.83333,34.5,"Child Protection",,http://www.savethechildren.net,"Save the Children"
Ethiopia,Gambella,7.83333,34.5,"Community Services",,,ARRA
Ethiopia,Gambella,7.83333,34.5,"Community Services",,http://www.helpage.org/,HelpAge
Ethiopia,Gambella,7.83333,34.5,"Community Services",,http://internationalmedicalcorps.org/,IMC
Ethiopia,Gambella,7.83333,34.5,"Community Services",,,RaDO
Ethiopia,Gambella,7.83333,34.5,"Community Services",,http://www.unhcr.org,UNHCR
Ethiopia,Gambella,7.83333,34.5,"Core Relief Items (CRIs)",,,ARRA
Ethiopia,Gambella,7.83333,34.5,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
Ethiopia,Gambella,7.83333,34.5,Education,,,ARRA
Ethiopia,Gambella,7.83333,34.5,Education,,,DICAC
Ethiopia,Gambella,7.83333,34.5,Education,,https://www.nrc.no/,NRC
Ethiopia,Gambella,7.83333,34.5,Education,,http://www.bds-ethiopia.net/oice/,OIC-E
Ethiopia,Gambella,7.83333,34.5,Education,,http://plan-international.org/,PI
Ethiopia,Gambella,7.83333,34.5,Education,,http://www.savethechildren.net,"Save the Children"
Ethiopia,Gambella,7.83333,34.5,Environment,,,NRDEP
Ethiopia,Gambella,7.83333,34.5,Environment,,http://zoa.org/,ZOA
Ethiopia,Gambella,7.83333,34.5,Food,,,ARRA
Ethiopia,Gambella,7.83333,34.5,"Gender-Based Violence",,http://internationalmedicalcorps.org/,IMC
Ethiopia,Gambella,7.83333,34.5,"Gender-Based Violence",,,IRC
Ethiopia,Gambella,7.83333,34.5,"Gender-Based Violence",,,RaDO
Ethiopia,Gambella,7.83333,34.5,Health,,,ARRA
Ethiopia,Gambella,7.83333,34.5,Health,,,"MSF - F"
Ethiopia,Gambella,7.83333,34.5,HIV/AIDS,,,ARRA
Ethiopia,Gambella,7.83333,34.5,HIV/AIDS,,,"MSF - F"
Ethiopia,Gambella,7.83333,34.5,HIV/AIDS,,,RaDO
Ethiopia,Gambella,7.83333,34.5,Livelihood,,http://www.drc.dk/,DRC
Ethiopia,Gambella,7.83333,34.5,Livelihood,,https://www.nrc.no/,NRC
Ethiopia,Gambella,7.83333,34.5,Livelihood,,http://zoa.org/,ZOA
Ethiopia,Gambella,7.83333,34.5,Logistics,,http://www.unhcr.org,UNHCR
Ethiopia,Gambella,7.83333,34.5,Nutrition,,http://www.actioncontrelafaim.org/en/,ACF
Ethiopia,Gambella,7.83333,34.5,Nutrition,,,ARRA
Ethiopia,Gambella,7.83333,34.5,Protection,,http://www.unhcr.org,UNHCR
Ethiopia,Gambella,7.83333,34.5,Registration,,,ARRA
Ethiopia,Gambella,7.83333,34.5,Registration,,http://www.unhcr.org,UNHCR
Ethiopia,Gambella,7.83333,34.5,Shelter,,http://www.drc.dk/,DRC
Ethiopia,Gambella,7.83333,34.5,Shelter,,http://www.iom.int,IOM
Ethiopia,Gambella,7.83333,34.5,Shelter,,https://www.nrc.no/,NRC
Ethiopia,Gambella,7.83333,34.5,"Water & Sanitation",,http://www.actioncontrelafaim.org/en/,ACF
Ethiopia,Gambella,7.83333,34.5,"Water & Sanitation",,http://www.drc.dk/,DRC
Ethiopia,Gambella,7.83333,34.5,"Water & Sanitation",,,IRC
Ethiopia,Gambella,7.83333,34.5,"Water & Sanitation",,http://www.lutheranworld.org/lwf/index.php/themes/dws-country-programs/dws-south-sudan,LWF
Ethiopia,Gambella,7.83333,34.5,"Water & Sanitation",,http://www.msf-me.org/en/office/msf-offices-world-wide/netherlands.html,"MSF - H"
Ethiopia,Gambella,7.83333,34.5,"Water & Sanitation",,https://www.nrc.no/,NRC
"South Sudan","Central Equatoria",4.801,32.176,"Camp Management",,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,"Child Protection",,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,"Child Protection",,http://www.unhcr.org,UNHCR
"South Sudan","Central Equatoria",4.801,32.176,"Community Services",,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,"Community Services",,http://www.unhcr.org,UNHCR
"South Sudan","Central Equatoria",4.801,32.176,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"South Sudan","Central Equatoria",4.801,32.176,Education,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,Environment,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,Food,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,"Gender-Based Violence",,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,Health,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,HIV/AIDS,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,Livelihood,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,Logistics,,http://www.giz.de/en/home.html,GiZ
"South Sudan","Central Equatoria",4.801,32.176,Logistics,,http://www.unhcr.org,UNHCR
"South Sudan","Central Equatoria",4.801,32.176,Nutrition,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,Protection,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,Protection,,http://www.unhcr.org,UNHCR
"South Sudan","Central Equatoria",4.801,32.176,Registration,,http://www.unhcr.org,UNHCR
"South Sudan","Central Equatoria",4.801,32.176,Shelter,,http://www.across-sudan.org,ACROSS
"South Sudan","Central Equatoria",4.801,32.176,"Water & Sanitation",,http://www.across-sudan.org,ACROSS
"South Sudan",Jonglei,7.714,33.22,"Child Protection",,http://www.unhcr.org,UNHCR
"South Sudan",Jonglei,7.714,33.22,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"South Sudan",Jonglei,7.714,33.22,Education,,,MoE
"South Sudan",Jonglei,7.714,33.22,Food,,,WFP
"South Sudan",Jonglei,7.714,33.22,Health,,http://internationalmedicalcorps.org/,IMC
"South Sudan",Jonglei,7.714,33.22,HIV/AIDS,,http://internationalmedicalcorps.org/,IMC
"South Sudan",Jonglei,7.714,33.22,HIV/AIDS,,http://www.mohgoss.com/,MoH
"South Sudan",Jonglei,7.714,33.22,Protection,,http://www.unhcr.org,UNHCR
"South Sudan",Jonglei,7.714,33.22,Registration,,http://www.unhcr.org,UNHCR
"South Sudan",Jonglei,7.714,33.22,"Water & Sanitation",,http://internationalmedicalcorps.org/,IMC
Ethiopia,Assosa,10.0185,34.5863,"Camp Management",,,ARRA
Ethiopia,Assosa,10.0185,34.5863,"Child Protection",,http://www.savethechildren.net,"Save the Children"
Ethiopia,Assosa,10.0185,34.5863,"Core Relief Items (CRIs)",,,ARRA
Ethiopia,Assosa,10.0185,34.5863,Education,,,ARRA
Ethiopia,Assosa,10.0185,34.5863,Education,,,DICAC
Ethiopia,Assosa,10.0185,34.5863,Education,,http://www.lutheranworld.org/lwf/index.php/themes/dws-country-programs/dws-south-sudan,LWF
Ethiopia,Assosa,10.0185,34.5863,Education,,http://www.savethechildren.net,"Save the Children"
Ethiopia,Assosa,10.0185,34.5863,Environment,,http://www.lutheranworld.org/lwf/index.php/themes/dws-country-programs/dws-south-sudan,LWF
Ethiopia,Assosa,10.0185,34.5863,Environment,,,NRDEP
Ethiopia,Assosa,10.0185,34.5863,Food,,,ARRA
Ethiopia,Assosa,10.0185,34.5863,"Gender-Based Violence",,,IRC
Ethiopia,Assosa,10.0185,34.5863,Health,,,"MSF - F"
Ethiopia,Assosa,10.0185,34.5863,HIV/AIDS,,,IRC
Ethiopia,Assosa,10.0185,34.5863,HIV/AIDS,,,"MSF - F"
Ethiopia,Assosa,10.0185,34.5863,Logistics,,http://www.iom.int,IOM
Ethiopia,Assosa,10.0185,34.5863,Nutrition,,,"MSF - F"
"South Sudan","Western Equatoria",5.654,27,"Camp Management",,http://www.intersos.org/en,INTERSOS
"South Sudan","Western Equatoria",5.654,27,"Child Protection",,http://www.intersos.org/en,INTERSOS
"South Sudan","Western Equatoria",5.654,27,"Child Protection",,http://www.unhcr.org,UNHCR
"South Sudan","Western Equatoria",5.654,27,"Community Services",,http://www.intersos.org/en,INTERSOS
"South Sudan","Western Equatoria",5.654,27,"Core Relief Items (CRIs)",,http://www.unhcr.org,UNHCR
"South Sudan","Western Equatoria",5.654,27,Education,,http://www.wvi.org,"World Vision"
"South Sudan","Western Equatoria",5.654,27,Food,,,WFP
"South Sudan","Western Equatoria",5.654,27,Food,,http://www.wvi.org,"World Vision"
"South Sudan","Western Equatoria",5.654,27,"Gender-Based Violence",,http://www.intersos.org/en,INTERSOS
"South Sudan","Western Equatoria",5.654,27,"Gender-Based Violence",,http://www.wvi.org,"World Vision"
"South Sudan","Western Equatoria",5.654,27,Health,,http://www.wvi.org,"World Vision"
"South Sudan","Western Equatoria",5.654,27,HIV/AIDS,,http://www.cmmb.org/,CMMB
"South Sudan","Western Equatoria",5.654,27,Livelihood,,http://www.intersos.org/en,INTERSOS
"South Sudan","Western Equatoria",5.654,27,Logistics,,http://www.giz.de/en/home.html,GiZ
"South Sudan","Western Equatoria",5.654,27,Logistics,,http://www.unhcr.org,UNHCR
"South Sudan","Western Equatoria",5.654,27,Nutrition,,http://www.intersos.org/en,INTERSOS
"South Sudan","Western Equatoria",5.654,27,Protection,,http://www.intersos.org/en,INTERSOS
"South Sudan","Western Equatoria",5.654,27,Protection,,http://www.unhcr.org,UNHCR
"South Sudan","Western Equatoria",5.654,27,Registration,,http://www.unhcr.org,UNHCR
"South Sudan","Western Equatoria",5.654,27,Shelter,,http://www.intersos.org/en,INTERSOS
"South Sudan","Western Equatoria",5.654,27,"Water & Sanitation",,http://www.intersos.org/en,INTERSOS
Jordan,"Ajlun Governorate",32.322,35.7578,"Cash Assistance",,http://www.acted.org/,ACTED
Jordan,"Ajlun Governorate",32.322,35.7578,"Cash Assistance",,http://www.unhcr.jo,UNHCR
Jordan,"Ajlun Governorate",32.322,35.7578,"Child Protection",,http://internationalmedicalcorps.org,IMC
Jordan,"Ajlun Governorate",32.322,35.7578,"Child Protection",,http://www.unicef.org/jordan/,UNICEF
Jordan,"Ajlun Governorate",32.322,35.7578,"Core Relief Items (CRIs)",,http://www.acted.org/,ACTED
Jordan,"Ajlun Governorate",32.322,35.7578,Education,,,IRD
Jordan,"Ajlun Governorate",32.322,35.7578,Education,,http://www.savethechildren.org,SC
Jordan,"Ajlun Governorate",32.322,35.7578,Education,,http://www.unicef.org/jordan/,UNICEF
Jordan,"Ajlun Governorate",32.322,35.7578,"Food Security",,http://www.MEDAIR.org,Medair
Jordan,"Ajlun Governorate",32.322,35.7578,"Food Security",,http://www.wfp.org,WFP
Jordan,"Ajlun Governorate",32.322,35.7578,"Gender-Based Violence",,http://www.unfpa-jordan.org,UNFPA
Jordan,"Ajlun Governorate",32.322,35.7578,Health,,http://internationalmedicalcorps.org,IMC
Jordan,"Ajlun Governorate",32.322,35.7578,Health,,http://www.jordanhealthaid.org/,JHAS
Jordan,"Ajlun Governorate",32.322,35.7578,Health,,http://www.unhcr.jo,UNHCR
Jordan,"Ajlun Governorate",32.322,35.7578,Protection,,,IRD
Jordan,"Ajlun Governorate",32.322,35.7578,Protection,,http://www.unfpa-jordan.org,UNFPA
Jordan,"Ajlun Governorate",32.322,35.7578,Protection,,http://www.unhcr.jo,UNHCR
Jordan,"Ajlun Governorate",32.322,35.7578,Protection,,http://www.unicef.org/jordan/,UNICEF
Jordan,"Ajlun Governorate",32.322,35.7578,"Reproductive Health",,http://www.unfpa-jordan.org,UNFPA
Jordan,"Ajlun Governorate",32.322,35.7578,"Water & Sanitation",,http://www.acted.org/,ACTED
Jordan,"Karak Govenorate",31.2104,35.7124,"Cash Assistance",,http://www.drc.dk,DRC
Jordan,"Karak Govenorate",31.2104,35.7124,"Cash Assistance",,http://www.unhcr.jo,UNHCR
Jordan,"Karak Govenorate",31.2104,35.7124,"Core Relief Items (CRIs)",,http://www.drc.dk,DRC
Jordan,"Karak Govenorate",31.2104,35.7124,"Food Security",,http://www.wfp.org,WFP
Jordan,"Karak Govenorate",31.2104,35.7124,Health,,http://www.unhcr.jo,UNHCR
Jordan,"Karak Govenorate",31.2104,35.7124,Protection,,http://www.drc.dk,DRC
Jordan,"Karak Govenorate",31.2104,35.7124,Protection,,http://www.unhcr.jo,UNHCR
Jordan,"Karak Govenorate",31.2104,35.7124,Shelter,,http://www.drc.dk,DRC
Jordan,"Maan Governorate",30.2211,35.7385,"Cash Assistance",,,AVSI
Jordan,"Maan Governorate",30.2211,35.7385,"Cash Assistance",,http://www.unhcr.jo,UNHCR
Jordan,"Maan Governorate",30.2211,35.7385,"Child Protection",,http://www.unicef.org/jordan/,UNICEF
Jordan,"Maan Governorate",30.2211,35.7385,"Core Relief Items (CRIs)",,,AVSI
Jordan,"Maan Governorate",30.2211,35.7385,"Core Relief Items (CRIs)",,http://www.iocc.org,IOCC
Jordan,"Maan Governorate",30.2211,35.7385,"Core Relief Items (CRIs)",,http://www.jordanhealthaid.org/,JHAS
Jordan,"Maan Governorate",30.2211,35.7385,Education,,http://www.savethechildren.org,SC
Jordan,"Maan Governorate",30.2211,35.7385,Education,,,UNESCO
Jordan,"Maan Governorate",30.2211,35.7385,Education,,http://www.unicef.org/jordan/,UNICEF
Jordan,"Maan Governorate",30.2211,35.7385,"Gender-Based Violence",,,IRD
Jordan,"Maan Governorate",30.2211,35.7385,"Gender-Based Violence",,http://www.unfpa-jordan.org,UNFPA
Jordan,"Maan Governorate",30.2211,35.7385,Health,,http://internationalmedicalcorps.org,IMC
Jordan,"Maan Governorate",30.2211,35.7385,Health,,,IRD
Jordan,"Maan Governorate",30.2211,35.7385,Health,,http://www.jordanhealthaid.org/,JHAS
Jordan,"Maan Governorate",30.2211,35.7385,Health,,http://www.savethechildren.org,SC
Jordan,"Maan Governorate",30.2211,35.7385,Health,,http://www.unhcr.jo,UNHCR
