#sector,#org,,,#period_date,,,#activity_id,#activity,,,,#country,#adm1,#adm2,,,,,
Cluster,Organization,ProjectCode,FundingStatus,MONTH,Objective,Priority,ActivityId,Activity,IndicatorId,Indicator,Accumulative,Country,Admin1,Admin2,AnnualTarget,Achieved,ReportDetailId,ProjectId,IsApproved
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 3,Priority 3: Epidemics,1106,Implementation of the minimum package WASH in places where cholera cases (isolation and sanitary barriers ) are supported,2585,Number of centers having benefited from WASH minimum package (150 CHCs and 65 URENI),NO,Mali,Gao,,,3,621,65910,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 3,Priority 3: Epidemics,1048,Post prevention of transmission of cholera during épidémilogique at the location of households,2584,Number of people impacted by messages of promotions hygiene and prevention of cholera,NO,Mali,Gao,,,1313,619,65910,Yes
Water Sanitation & Hygiene,International Rescue Committee,MLI-14/WS/65910,,June,OBJECTIVE 3,Priority 3: Epidemics,1048,Post prevention of transmission of cholera during épidémilogique at the location of households,2584,Number of people impacted by messages of promotions hygiene and prevention of cholera,NO,Mali,Mopti,,,4669,620,65910,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Gao,,,9,347,66059,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Mopti,,,11,348,66059,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Tombouctou,,,10,349,66059,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Gao,,,3600,350,66059,Yes
Water Sanitation & Hygiene,Agronomes et Vétérinaires Sans Frontières,MLI-14/WS/66059,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Tombouctou,,,4000,351,66059,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 1,Priority 2: Conflict,845,Capitalisation / lessons learned with local and / or national,2230,Number of areas covered by a capitalization/lessons learned exercice organized with local and / or national authorities,NO,Mali,Mopti,,,1,326,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 1,Priority 2: Conflict,1052,Support a joint assessment for WASH / Protection of water and sanitation coverage in different regions under the leadership of technical services,2491,Number of areas (regions) covered by the evaluation,NO,Mali,Mopti,,,0,327,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 2,Priority 3: Epidemics,1050,Capacity building of resource persons for cholera prevention at the community level,2505,Number of trained community volunteers,NO,Mali,Mopti,,,0,329,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 2,Priority 3: Epidemics,1104,Deliver the minimum package WASH in schools or town at extreme risk of cholera,2581,Number of schools with the minimum package WASH,NO,Mali,Mopti,,,0,328,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 2,Priority 4: Food insecurity,1107,Reinvigorate / put in place the structures for managements of water points / network,2586,Number of management committees created / revitalized,NO,Mali,Mopti,,,0,330,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 1: Natural disasters,1036,Distribution of hygiene kits and produced water treatment,2496,Number of hygiene kits distributed,NO,Mali,Mopti,,,578,331,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Mopti,,,0,332,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 2: Conflict,1103,Construction of family latrines for households receiving large rehabilitation or construction of shelter,2580,number of affected people using improved latrines ( disaggregated by sex and by age group ),NO,Mali,Mopti,,,0,333,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 2: Conflict,1105,Drinking water supply to the affected populations in communities,2583,"Number of people with temporary access to drinking water (chlorination or distribution) due to natural disasters (flooding), cholera epidemics, displacement of population",NO,Mali,Mopti,,,4046,334,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 3: Epidemics,1106,Implementation of the minimum package WASH in places where cholera cases (isolation and sanitary barriers ) are supported,2585,Number of centers having benefited from WASH minimum package (150 CHCs and 65 URENI),NO,Mali,Mopti,,,0,336,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 3: Epidemics,1048,Post prevention of transmission of cholera during épidémilogique at the location of households,2584,Number of people impacted by messages of promotions hygiene and prevention of cholera,NO,Mali,Mopti,,,143,335,66142,Yes
Water Sanitation & Hygiene,Agency for Technical Cooperation and Development,MLI-14/WS/66142,,May,OBJECTIVE 3,Priority 5: Malnutrition,1040,Implementation of WASH package in ( nutrition centers / communities) to mothers and malnourished children : Distribution of WASH and Nutrition kits,2493,Number of children admitted to using MAS treatment provided to parents or carers with key messages and hygiene promotion kits to behavior change on health,NO,Mali,Mopti,,1209,509,337,66142,Yes
Water Sanitation & Hygiene,United Nations Children's Fund,MLI-14/WS/66227,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Gao,,,9600,340,66227,Yes
Water Sanitation & Hygiene,United Nations Children's Fund,MLI-14/WS/66227,,May,OBJECTIVE 3,Priority 1: Natural disasters,1039,Drinking water supply for the populations affected site,2582,"Number of people access to a permanent source of drinking water (corresponding to 1440 equivalent water points / standpipes / boreholes / wells, rehabilitated or realized.",NO,Mali,Tombouctou,,,11200,341,66227,Yes
